date,transactions
2016-09-13,78483.1202590996
2016-09-14,79292.65127076386
2016-09-15,75591.25913791696
2016-09-16,81771.01994872796
2016-09-17,93648.97046694181
2016-09-18,88494.2521566393
2016-09-19,78833.22785218165
2016-09-20,78483.1202590996
2016-09-21,79292.65127076386
2016-09-22,75591.25913791696
2016-09-23,81771.01994872796
2016-09-24,93648.97046694181
2016-09-25,88494.2521566393
2016-09-26,78833.22785218165
2016-09-27,78483.1202590996
2016-09-28,79292.65127076386
2016-09-29,75591.25913791696
2016-09-30,81771.01994872796
2016-10-01,93648.97046694181
2016-10-02,88494.2521566393
2016-10-03,78833.22785218165
2016-10-04,78483.1202590996
2016-10-05,79292.65127076386
2016-10-06,75591.25913791696
2016-10-07,81771.01994872796
2016-10-08,93648.97046694181
2016-10-09,88494.2521566393
2016-10-10,78833.22785218165
2016-10-11,78483.1202590996
2016-10-12,79292.65127076386
2016-10-13,75591.25913791696
2016-10-14,81771.01994872796
2016-10-15,93648.97046694181
2016-10-16,88494.2521566393
2016-10-17,78833.22785218165
2016-10-18,78483.1202590996
2016-10-19,79292.65127076386
2016-10-20,75591.25913791696
2016-10-21,81771.01994872796
2016-10-22,93648.97046694181
2016-10-23,88494.2521566393
2016-10-24,78833.22785218165
2016-10-25,78483.1202590996
2016-10-26,79292.65127076386
2016-10-27,75591.25913791696
2016-10-28,81771.01994872796
2016-10-29,93648.97046694181
2016-10-30,88494.2521566393
2016-10-31,78833.22785218165
2016-11-01,78483.1202590996
2016-11-02,79292.65127076386
2016-11-03,75591.25913791696
2016-11-04,81771.01994872796
2016-11-05,93648.97046694181
2016-11-06,88494.2521566393
2016-11-07,78833.22785218165
2016-11-08,78483.1202590996
2016-11-09,79292.65127076386
2016-11-10,75591.25913791696
2016-11-11,81771.01994872796
2016-11-12,93648.97046694181
2016-11-13,88494.2521566393
2016-11-14,78833.22785218165
2016-11-15,78483.1202590996
2016-11-16,79292.65127076386
2016-11-17,75591.25913791696
2016-11-18,81771.01994872796
2016-11-19,93648.97046694181
2016-11-20,88494.2521566393
2016-11-21,78833.22785218165
2016-11-22,78483.1202590996
2016-11-23,79292.65127076386
2016-11-24,75591.25913791696
2016-11-25,81771.01994872796
2016-11-26,93648.97046694181
2016-11-27,88494.2521566393
2016-11-28,78833.22785218165
2016-11-29,78483.1202590996
2016-11-30,79292.65127076386
2016-12-01,75591.25913791696
2016-12-02,81771.01994872796
2016-12-03,93648.97046694181
2016-12-04,88494.2521566393
2016-12-05,78833.22785218165
2016-12-06,78483.1202590996
2016-12-07,79292.65127076386
2016-12-08,75591.25913791696
2016-12-09,81771.01994872796
2016-12-10,93648.97046694181
2016-12-11,88494.2521566393
2016-12-12,78833.22785218165
2016-12-13,78483.1202590996
2016-12-14,79292.65127076386
2016-12-15,75591.25913791696
2016-12-16,81771.01994872796
2016-12-17,93648.97046694181
2016-12-18,88494.2521566393
2016-12-19,78833.22785218165
2016-12-20,78483.1202590996
2016-12-21,79292.65127076386
2016-12-22,75591.25913791696
2016-12-23,81771.01994872796
2016-12-24,93648.97046694181
2016-12-25,88494.2521566393
2016-12-26,78833.22785218165
2016-12-27,78483.1202590996
2016-12-28,79292.65127076386
2016-12-29,75591.25913791696
2016-12-30,81771.01994872796
2016-12-31,93648.97046694181
2017-01-01,88494.2521566393
2017-01-02,78833.22785218165
2017-01-03,78483.1202590996
2017-01-04,79292.65127076386
2017-01-05,75591.25913791696
2017-01-06,81771.01994872796
2017-01-07,93648.97046694181
2017-01-08,88494.2521566393
2017-01-09,78833.22785218165
2017-01-10,78483.1202590996
2017-01-11,79292.65127076386
2017-01-12,75591.25913791696
2017-01-13,81771.01994872796
2017-01-14,93648.97046694181
2017-01-15,88494.2521566393
2017-01-16,78833.22785218165
2017-01-17,78483.1202590996
2017-01-18,79292.65127076386
2017-01-19,75591.25913791696
2017-01-20,81771.01994872796
2017-01-21,93648.97046694181
2017-01-22,88494.2521566393
2017-01-23,78833.22785218165
2017-01-24,78483.1202590996
2017-01-25,79292.65127076386
2017-01-26,75591.25913791696
2017-01-27,81771.01994872796
2017-01-28,93648.97046694181
2017-01-29,88494.2521566393
2017-01-30,78833.22785218165
2017-01-31,78483.1202590996
2017-02-01,79292.65127076386
2017-02-02,75591.25913791696
2017-02-03,81771.01994872796
2017-02-04,93648.97046694181
2017-02-05,88494.2521566393
2017-02-06,78833.22785218165
2017-02-07,78483.1202590996
2017-02-08,79292.65127076386
2017-02-09,75591.25913791696
2017-02-10,81771.01994872796
2017-02-11,93648.97046694181
2017-02-12,88494.2521566393
2017-02-13,78833.22785218165
2017-02-14,78483.1202590996
2017-02-15,79292.65127076386
2017-02-16,75591.25913791696
2017-02-17,81771.01994872796
2017-02-18,93648.97046694181
2017-02-19,88494.2521566393
2017-02-20,78833.22785218165
2017-02-21,78483.1202590996
2017-02-22,79292.65127076386
2017-02-23,75591.25913791696
2017-02-24,81771.01994872796
2017-02-25,93648.97046694181
2017-02-26,88494.2521566393
2017-02-27,78833.22785218165
2017-02-28,78483.1202590996
2017-03-01,79292.65127076386
2017-03-02,75591.25913791696
2017-03-03,81771.01994872796
2017-03-04,93648.97046694181
2017-03-05,88494.2521566393
2017-03-06,78833.22785218165
2017-03-07,78483.1202590996
2017-03-08,79292.65127076386
2017-03-09,75591.25913791696
2017-03-10,81771.01994872796
2017-03-11,93648.97046694181
2017-03-12,88494.2521566393
2017-03-13,78833.22785218165
2017-03-14,78483.1202590996
2017-03-15,79292.65127076386
2017-03-16,75591.25913791696
2017-03-17,81771.01994872796
2017-03-18,93648.97046694181
2017-03-19,88494.2521566393
2017-03-20,78833.22785218165
2017-03-21,78483.1202590996
2017-03-22,79292.65127076386
2017-03-23,75591.25913791696
2017-03-24,81771.01994872796
2017-03-25,93648.97046694181
2017-03-26,88494.2521566393
2017-03-27,78833.22785218165
2017-03-28,78483.1202590996
2017-03-29,79292.65127076386
2017-03-30,75591.25913791696
2017-03-31,81771.01994872796
2017-04-01,93648.97046694181
2017-04-02,88494.2521566393
2017-04-03,78833.22785218165
2017-04-04,78483.1202590996
2017-04-05,79292.65127076386
2017-04-06,75591.25913791696
2017-04-07,81771.01994872796
2017-04-08,93648.97046694181
2017-04-09,88494.2521566393
2017-04-10,78833.22785218165
2017-04-11,78483.1202590996
2017-04-12,79292.65127076386
2017-04-13,75591.25913791696
2017-04-14,81771.01994872796
2017-04-15,93648.97046694181
2017-04-16,88494.2521566393
2017-04-17,78833.22785218165
2017-04-18,78483.1202590996
2017-04-19,79292.65127076386
2017-04-20,75591.25913791696
2017-04-21,81771.01994872796
2017-04-22,93648.97046694181
2017-04-23,88494.2521566393
2017-04-24,78833.22785218165
2017-04-25,78483.1202590996
2017-04-26,79292.65127076386
2017-04-27,75591.25913791696
2017-04-28,81771.01994872796
2017-04-29,93648.97046694181
2017-04-30,88494.2521566393
2017-05-01,78833.22785218165
2017-05-02,78483.1202590996
2017-05-03,79292.65127076386
2017-05-04,75591.25913791696
2017-05-05,81771.01994872796
2017-05-06,93648.97046694181
2017-05-07,88494.2521566393
2017-05-08,78833.22785218165
2017-05-09,78483.1202590996
2017-05-10,79292.65127076386
2017-05-11,75591.25913791696
2017-05-12,81771.01994872796
2017-05-13,93648.97046694181
2017-05-14,88494.2521566393
2017-05-15,78833.22785218165
2017-05-16,78483.1202590996
2017-05-17,79292.65127076386
2017-05-18,75591.25913791696
2017-05-19,81771.01994872796
2017-05-20,93648.97046694181
2017-05-21,88494.2521566393
2017-05-22,78833.22785218165
2017-05-23,78483.1202590996
2017-05-24,79292.65127076386
2017-05-25,75591.25913791696
2017-05-26,81771.01994872796
2017-05-27,93648.97046694181
2017-05-28,88494.2521566393
2017-05-29,78833.22785218165
2017-05-30,78483.1202590996
2017-05-31,79292.65127076386
2017-06-01,75591.25913791696
2017-06-02,81771.01994872796
2017-06-03,93648.97046694181
2017-06-04,88494.2521566393
2017-06-05,78833.22785218165
2017-06-06,78483.1202590996
2017-06-07,79292.65127076386
2017-06-08,75591.25913791696
2017-06-09,81771.01994872796
2017-06-10,93648.97046694181
2017-06-11,88494.2521566393
2017-06-12,78833.22785218165
2017-06-13,78483.1202590996
2017-06-14,79292.65127076386
2017-06-15,75591.25913791696
2017-06-16,81771.01994872796
2017-06-17,93648.97046694181
2017-06-18,88494.2521566393
2017-06-19,78833.22785218165
2017-06-20,78483.1202590996
2017-06-21,79292.65127076386
2017-06-22,75591.25913791696
2017-06-23,81771.01994872796
2017-06-24,93648.97046694181
2017-06-25,88494.2521566393
2017-06-26,78833.22785218165
2017-06-27,78483.1202590996
2017-06-28,79292.65127076386
2017-06-29,75591.25913791696
2017-06-30,81771.01994872796
2017-07-01,93648.97046694181
2017-07-02,88494.2521566393
2017-07-03,78833.22785218165
2017-07-04,78483.1202590996
2017-07-05,79292.65127076386
2017-07-06,75591.25913791696
2017-07-07,81771.01994872796
2017-07-08,93648.97046694181
2017-07-09,88494.2521566393
2017-07-10,78833.22785218165
2017-07-11,78483.1202590996
2017-07-12,79292.65127076386
2017-07-13,75591.25913791696
2017-07-14,81771.01994872796
2017-07-15,93648.97046694181
2017-07-16,88494.2521566393
2017-07-17,78833.22785218165
2017-07-18,78483.1202590996
2017-07-19,79292.65127076386
2017-07-20,75591.25913791696
2017-07-21,81771.01994872796
2017-07-22,93648.97046694181
2017-07-23,88494.2521566393
2017-07-24,78833.22785218165
2017-07-25,78483.1202590996
2017-07-26,79292.65127076386
2017-07-27,75591.25913791696
2017-07-28,81771.01994872796
2017-07-29,93648.97046694181
2017-07-30,88494.2521566393
2017-07-31,78833.22785218165
