date,transactions
2016-09-13,77233.54863156636
2016-09-14,80803.14155655101
2016-09-15,73451.2065539629
2016-09-16,82310.18582522834
2016-09-17,91754.60507413377
2016-09-18,88894.03702407327
2016-09-19,82487.67099035007
2016-09-20,85356.01377113747
2016-09-21,83224.963993591
2016-09-22,82476.24783383441
2016-09-23,81356.32767922585
2016-09-24,95350.87218393343
2016-09-25,82815.10479092764
2016-09-26,81714.79616007888
2016-09-27,79501.29855501206
2016-09-28,85772.6862437918
2016-09-29,72963.65955026414
2016-09-30,80445.31651292757
2016-10-01,89922.20707214216
2016-10-02,90952.10683780676
2016-10-03,82622.66456620033
2016-10-04,82839.32940838345
2016-10-05,86528.3938510883
2016-10-06,85754.63480267492
2016-10-07,84669.17587489366
2016-10-08,98223.5696898613
2016-10-09,85839.65378457683
2016-10-10,82862.05072506877
2016-10-11,82618.9247755903
2016-10-12,88575.1886028164
2016-10-13,75834.54081509703
2016-10-14,81552.1148625685
2016-10-15,88254.58111701137
2016-10-16,86734.50292526998
2016-10-17,83188.65430684948
2016-10-18,83925.02631843998
2016-10-19,88182.06936802322
2016-10-20,87970.91577929446
2016-10-21,84386.54530834843
2016-10-22,95629.43175320885
2016-10-23,87163.01678094378
2016-10-24,86301.98812609303
2016-10-25,85085.8422025741
2016-10-26,91461.70305888294
2016-10-27,79677.3898725866
2016-10-28,82841.03477177347
2016-10-29,87966.0895769997
2016-10-30,88869.92387529527
2016-10-31,82923.56014586153
2016-11-01,88111.56849021361
2016-11-02,93146.58349260504
2016-11-03,90999.69919141495
2016-11-04,86958.74051315142
2016-11-05,96091.70260632526
2016-11-06,85754.30668373627
2016-11-07,87527.462844629
2016-11-08,91327.1679000403
2016-11-09,96789.74960285812
2016-11-10,84126.4952246355
2016-11-11,84538.29682688526
2016-11-12,87067.75996015697
2016-11-13,88906.01425925939
2016-11-14,85651.31991279284
2016-11-15,92637.69111197325
2016-11-16,97941.70567520788
2016-11-17,93507.15682113393
2016-11-18,87280.06335452007
2016-11-19,94019.45263768807
2016-11-20,85900.90513298001
2016-11-21,89945.53858585947
2016-11-22,95060.49350439185
2016-11-23,101305.35908702196
2016-11-24,87964.55397458177
2016-11-25,85902.23690159614
2016-11-26,86811.3058191959
2016-11-27,89928.31092697037
2016-11-28,87400.85152862124
2016-11-29,96672.00528805808
2016-11-30,102558.5240200893
2016-12-01,97365.76520851649
2016-12-02,88986.97841114947
2016-12-03,93768.85174843465
