date,transactions
2016-09-13,76443.20229585005
2016-09-14,80002.50021897664
2016-09-15,79936.89114612422
2016-09-16,85241.99830846155
2016-09-17,94544.78692404595
2016-09-18,89826.00376563768
2016-09-19,82488.94703162476
2016-09-20,83209.93544028
2016-09-21,80145.68169164789
2016-09-22,77057.70726378767
2016-09-23,80902.56056371772
2016-09-24,92286.04107150843
2016-09-25,90262.18341173361
2016-09-26,78668.09233934608
2016-09-27,78397.6437911367
2016-09-28,80803.86611454413
2016-09-29,79743.1033326644
2016-09-30,83650.40244907928
2016-10-01,91089.82500173345
2016-10-02,87965.33624617058
2016-10-03,82636.1030010314
2016-10-04,82794.57451906122
2016-10-05,80491.14311276068
2016-10-06,78164.32130593769
2016-10-07,81503.60104896716
2016-10-08,90253.79935309695
2016-10-09,88654.89020103187
2016-10-10,79552.92081073431
2016-10-11,79742.98109194216
2016-10-12,81283.34750385965
2016-10-13,79762.3388027824
2016-10-14,82698.00361583692
2016-10-15,88569.28924535894
2016-10-16,86492.4670491064
2016-10-17,82592.0996180349
2016-10-18,82484.79036959233
2016-10-19,80744.7552878387
2016-10-20,78927.16231219056
2016-10-21,81708.55121469533
2016-10-22,88323.3739357838
2016-10-23,87122.55364379405
2016-10-24,80033.62330155104
2016-10-25,80596.2436526437
2016-10-26,81470.31734799131
2016-10-27,79820.51311442883
2016-10-28,82042.66681872307
2016-10-29,86670.16874982447
2016-10-30,85277.9649343804
2016-10-31,82399.18334345127
2016-11-01,82148.74303310827
2016-11-02,80843.4373968878
2016-11-03,79436.31254437793
2016-11-04,81669.8995064804
2016-11-05,86662.17570183208
2016-11-06,85775.19092117272
2016-11-07,80274.21614846203
2016-11-08,81034.06350744671
2016-11-09,81433.05801943893
2016-11-10,79862.707571733
2016-11-11,81529.82351961017
2016-11-12,85178.13161973435
2016-11-13,84220.28367137068
2016-11-14,82107.6066905651
2016-11-15,81750.40373334088
2016-11-16,80835.71801908547
2016-11-17,79748.8614104252
2016-11-18,81484.97257294587
2016-11-19,85247.1215711762
2016-11-20,84598.38695648043
2016-11-21,80342.93671722269
2016-11-22,81168.59770458391
2016-11-23,81241.93393401748
2016-11-24,79861.55351757657
2016-11-25,81091.35181993784
2016-11-26,83962.65652565897
2016-11-27,83279.201781214
2016-11-28,81747.40282117392
