date,transactions
2016-09-13,77836.65045410904
2016-09-14,78625.72020375651
2016-09-15,74945.32145215131
2016-09-16,80004.12460477122
2016-09-17,94671.68852095831
2016-09-18,89354.92321491642
2016-09-19,78858.77440321857
2016-09-20,77286.32543871882
2016-09-21,78390.07947035531
2016-09-22,75031.61610562917
2016-09-23,80404.76220865341
2016-09-24,95368.51782885165
2016-09-25,90330.1367160044
2016-09-26,80080.11169026297
2016-09-27,78708.24527712235
2016-09-28,79962.03534084233
2016-09-29,76699.81132630515
2016-09-30,82106.72872263587
2016-10-01,97039.20126864902
2016-10-02,91914.38013162198
2016-10-03,81519.16924348792
2016-10-04,79941.94961427005
2016-10-05,80937.71823310388
2016-10-06,77374.32866485801
2016-10-07,82440.91999741475
2016-10-08,97003.46381698865
2016-10-09,91500.26008275589
2016-10-10,80724.62173877248
2016-10-11,78771.92455637126
2016-10-12,75850.1083190257
2016-10-13,75524.31796835599
2016-10-14,80306.53612090502
2016-10-15,94633.19653758648
2016-10-16,88961.13174804368
2016-10-17,78085.0696881435
2016-10-18,76100.11887691905
2016-10-19,76780.02409178692
2016-10-20,73009.39699621516
2016-10-21,77976.97588316002
2016-10-22,92553.54867988492
2016-10-23,87199.81204659438
2016-10-24,76696.9008885459
2016-10-25,75124.75991194227
2016-10-26,76247.50447566668
2016-10-27,72939.21826576232
2016-10-28,78370.20910490572
2016-10-29,93396.6921395021
2016-10-30,88475.37704501915
2016-10-31,78368.42410380485
2016-11-01,77137.92261077276
2016-11-02,76081.10091936117
2016-11-03,75436.76211440832
2016-11-04,80990.5031048897
2016-11-05,96050.06582376779
2016-11-06,91079.45700177387
2016-11-07,80835.46299875184
2016-11-08,79377.89212802364
2016-11-09,80469.02819897862
2016-11-10,76986.22804857779
2016-11-11,82093.6240336837
2016-11-12,96654.58248377098
2016-11-13,91158.81989723572
2016-11-14,80375.12588017895
2016-11-15,78234.17587923464
2016-11-16,78947.6380431551
2016-11-17,74986.8653994753
2016-11-18,79673.29750685928
2016-11-19,93888.40884809448
2016-11-20,88149.2401631345
2016-11-21,77234.58493177526
2016-11-22,75225.64767416584
2016-11-23,75918.23404186535
2016-11-24,72220.93107699699
2016-11-25,77311.21545966937
2016-11-26,92069.85542628099
2016-11-27,87019.96095786757
2016-11-28,76927.13695692785
2016-11-29,75855.891044942
2016-11-30,77588.83208044428
2016-12-01,75018.36505272682
2016-12-02,81295.79058427925
2016-12-03,97277.51202878062
2016-12-04,93470.9096368932
2016-12-05,84609.06690171204
2016-12-06,84723.48116385378
2016-12-07,87570.7553122443
2016-12-08,86018.20978634918
2016-12-09,93186.28184164336
2016-12-10,109906.74306857762
2016-12-11,106675.4928561179
2016-12-12,98201.8395075518
2016-12-13,98497.38070696722
2016-12-14,101309.94310494595
2016-12-15,99502.75895299957
2016-12-16,106189.71351623122
2016-12-17,122205.03296046575
2016-12-18,118062.38172575527
2016-12-19,108478.02284722147
2016-12-20,107475.14937002765
2016-12-21,108824.32761317819
2016-12-22,105415.4877451867
2016-12-23,110385.28123477254
